attachment_id,ticket_id,filename,file_type,source_dataset,storage_path,content_hash,ocr_text,visual_summary,metadata,parse_status,created_at
ATT-MM-0098,TCK-0104,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0098"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0099,TCK-0009,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0099"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0100,TCK-0299,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0100"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0101,TCK-0204,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0101"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0102,TCK-0109,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0102"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0103,TCK-0014,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0103"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0104,TCK-0304,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0104"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0105,TCK-0209,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0105"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0106,TCK-0114,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0106"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0107,TCK-0019,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0107"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0108,TCK-0309,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0108"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0109,TCK-0214,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0109"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0110,TCK-0119,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0110"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0111,TCK-0024,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0111"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0112,TCK-0314,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0112"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0113,TCK-0219,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0113"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0114,TCK-0124,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0114"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0115,TCK-0029,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0115"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0116,TCK-0319,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0116"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0117,TCK-0224,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0117"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0118,TCK-0129,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0118"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0119,TCK-0034,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0119"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0120,TCK-0324,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0120"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0121,TCK-0229,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0121"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0122,TCK-0134,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0122"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0123,TCK-0039,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0123"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0124,TCK-0329,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0124"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0125,TCK-0234,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0125"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0126,TCK-0139,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0126"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0127,TCK-0044,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0127"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0128,TCK-0334,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0128"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0129,TCK-0239,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0129"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0130,TCK-0144,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0130"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0131,TCK-0049,mfa_login_failed.png,image,synthetic_rico_style,,47edc31881e456a0e2747717aa8b874b0b6c263024f64bfc5cdfa4078b2f7dab,MFA-401 验证码校验失败 运维控制台 无法登录,登录截图显示 MFA 验证失败，用户无法进入控制台。,"{""sample_id"": ""MMT-0131"", ""case_type"": ""account_screenshot"", ""gold_evidence_type"": ""error_screenshot"", ""gold_entities"": {""error_code"": ""MFA-401""}, ""notes"": ""RICO-style account access screenshot.""}",pending,2026-05-16T00:00:00
ATT-MM-0132,TCK-0290,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0132"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0133,TCK-0195,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0133"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0134,TCK-0100,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0134"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0135,TCK-0005,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0135"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0136,TCK-0295,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0136"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0137,TCK-0200,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0137"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0138,TCK-0105,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0138"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0139,TCK-0010,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0139"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0140,TCK-0300,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0140"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0141,TCK-0205,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0141"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0142,TCK-0110,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0142"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0143,TCK-0015,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0143"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0144,TCK-0305,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0144"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0145,TCK-0210,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0145"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0146,TCK-0115,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0146"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0147,TCK-0020,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0147"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0148,TCK-0310,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0148"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
ATT-MM-0149,TCK-0215,support_form.pdf,pdf,synthetic_docvqa_funsd_style,,e05134ebad1c23746edb9cbe7eaab5d0ce957071b1ed56f86aa02f1a5c4c21e5,服务申请表 产品 视觉巡检仪 处理时限 2 个工作日,PDF 表单包含产品名称、申请日期和处理时限字段。,"{""sample_id"": ""MMT-0149"", ""case_type"": ""document_form"", ""gold_evidence_type"": ""document_form"", ""gold_entities"": {""processing_days"": ""2""}, ""notes"": ""DocVQA/FUNSD-style form evidence.""}",pending,2026-05-16T00:00:00
